,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,name,price,mile_age,make,model,year,fuel,power,car_body_style,vehicle_condition,color,transmission,engine_size,description,linkofproduct
616,,,,voiture a vendre,9 200 DT,200000,Citroen,Saxo,2001,Essence,5,Compacte,Nouveau,Gris,Manuelle,1.1,karahba ndhifa barcha consommation fiable kol Chay dorigine mta ksiba awrakha khalsa tel22432686,https://www.tayara.tn/listings/voitures-9/6f2c49ca-f199-43b4-8955-16a9a97cefe7/voiture-a-vendre
617,,,,GOLF 4,0 DT,279,Volkswagen,Golf 4,2000,Diesel,5,Manuelle,1.9,Gris,,,,https://www.tayara.tn/listings/voitures-9/e707a313-7411-4301-89bb-977f2ffbfc3b/golf-4
618,,,,clio 6 toutes option,0 DT,220000,Renault,Clio,2010,Diesel,5,Manuelle,1.5,Gris,,,clio 6 bako,https://www.tayara.tn/listings/voitures-9/12d33af3-94da-4831-862a-5eeac8b41e0d/clio-6-toutes-option
619,,,,Polo 5 à vendre trés bon état.,17 000 DT,149000,Volkswagen,Polo,2004,Essence,5,Avec kilométrage,Manuelle,Noir,1.2,,Polo 5 1ere main à vendre 🔶,https://www.tayara.tn/listings/voitures-9/c8375e84-81dd-4d24-9ca6-8dd112b5f119/polo-5-%C3%A0-vendre-tr%C3%A9s-bon-%C3%A9tat-
620,,,,Dacia Sandero,30 500 DT,100000,Dacia,Sandero,2015,Essence,5,Berline,Avec kilométrage,Argent,Manuelle,3.0,"Une très belle Dacia Sandero en très bon état, besoin juste quelques retouches au niveau de tôle.",https://www.tayara.tn/listings/voitures-9/008123a6-bc1d-4877-b21b-e5ac6cfe04eb/dacia-sandero-
621,,,,Passat b6 TBE,25 000 DT,265000,Volkswagen,Passat,2003,Essence,7,Berline,Avec kilométrage,Gris,Manuelle,1.6,Voiture en TBE toutes options :,https://www.tayara.tn/listings/voitures-9/9d8f0e0d-ba71-43df-a870-b8850c9c3159/passat-b6-tbe
622,,,,Voiture Kia à vendre,36 DT,144000,Kia,Rio,2015,Essence,5,Berline,Avec kilométrage,Gris,Manuelle,1.2,"A vendre Kia Rio coupée année 2015 5 portes , 5 ch, toutes options sauf cuire , 144000 km contacter hichem au 20245144",https://www.tayara.tn/listings/voitures-9/fb2cf4fd-3c88-4ab5-adbf-c582c5a521d4/voiture-kia-%C3%A0-vendre-
623,,,,Nissan terrano 3,33 000 DT,170,Nissan,Terrano,2002,Diesel,11,2.7,,Automatique,,,À vendre Nissan terrano,https://www.tayara.tn/listings/voitures-9/f4313855-f3c6-4320-b498-7b281a1a5d7a/nissan-terrano-3
624,,,,Audi A4 Tel : 28754048,39 000 DT,179000,Audi,A4,2010,Essence,7,Avec kilométrage,Manuelle,Berline,1.8,,28754048,https://www.tayara.tn/listings/voitures-9/98a93da7-29b4-4a13-a53f-b3520634ae47/audi-a4-tel-:-28754048
625,,,,💥 fiat grande 💥 pour les connaisseurs 🔥 faible kilométrage 66♥️4cv💛Tu163,0 DT,66,Fiat,Grande Punto,2013,Essence,4,Berline,Avec kilométrage,Bleu,Manuelle,1.4,🔥une vrai bijou,https://www.tayara.tn/listings/voitures-9/06771e40-b4c4-468e-a54d-c0f634a059f5/%F0%9F%92%A5-fiat-grande-%F0%9F%92%A5-pour-les-connaisseurs-%F0%9F%94%A5-faible-kilom%C3%A9trage-66%E2%99%A5%EF%B8%8F4cv%F0%9F%92%9Btu163
626,,,,Voiture à vendre,25 DT,130,Peugeot,301,2017,Essence,50,Autres,Avec kilométrage,Gris,Manuelle,1.6,Peugeot 301,https://www.tayara.tn/listings/voitures-9/cab96e2b-000f-464c-8151-47d34a82daf5/voiture-%C3%A0-vendre
627,,,,Citroën c-Elysée 2015,21 500 DT,195,Citroen,C-Elysée,2015,Essence,5,Berline,Nouveau,Noir,Manuelle,1.3,A vendre Citroën c-Elysée 2015 première main.,https://www.tayara.tn/listings/voitures-9/9e62dd3e-f7e5-41b1-a1f2-c5cd4ec832b9/citro%C3%ABn-c-elys%C3%A9e-2015
628,,,,Ford focus break 97800433,11 500 DT,460,Ford,Focus,2002,Diesel,5,Autres,Avec kilométrage,Bleu,Manuelle,1.8,Abs,https://www.tayara.tn/listings/voitures-9/8d22d7a0-fc2c-4204-af30-4ad9b5b14332/ford-focus-break-97800433
629,,,,FIAT,26 500 DT,140000,Fiat,Doblo,2016,Diesel,5,Berline,Avec kilométrage,Blanc,Manuelle,1.3,A vendre FIAT doblo toutes options état impeccable,https://www.tayara.tn/listings/voitures-9/1b0b07c9-4c4c-420c-bdc7-ddcaa706296e/fiat
630,,,,A louer un camion DFSK,900 DT,25000,Autres,Autres,2020,Diesel,7,Utilitaire,Avec kilométrage,Gris,Manuelle,>4.0,A louer un camion DFSK 900 dinars par mois sans chauffeur,https://www.tayara.tn/listings/voitures-9/1839597f-8ff5-4b77-9b74-9df57cdbc50f/a-louer-un-camion-dfsk-
631,,,,Audi80 prix 6000dt,6 000 DT,5555,Audi,80,1990,Essence,5,Berline,Avec kilométrage,Blanc,Manuelle,1.9,Une voiture avec une stallation gaz marche et son viniyet,https://www.tayara.tn/listings/voitures-9/66501360-a18d-4af0-8af9-585c3492e998/audi80-prix-6000dt-
632,,,,peugeot 206,16 500 DT,400,Peugeot,206,2003,Essence,5,Manuelle,1.4,Gris,,,une belle 206 en bonne etat 3amla voile w moteur mbadel jdid,https://www.tayara.tn/listings/voitures-9/0f2c99bf-9ba7-4834-b75b-76402e457890/peugeot-206
633,,,,symbol 3 /2018 /70mkm 34500d 23272351,34 500 DT,76000,Renault,Symbol,2017,Essence,5,Berline,Avec kilométrage,Autre,Manuelle,1.2,état d origine,https://www.tayara.tn/listings/voitures-9/eb205fed-c392-4a75-aa32-0dac91331ab9/symbol-3-2018-70mkm-34500d-23272351
634,,,,Pièce de 305break,0 DT,1999,Peugeot,305,2020,Essence,20,Autres,Pièces manquantes,Autre,Manuelle,>4.0,Elli 7achtou b 7aja yotlobni,https://www.tayara.tn/listings/voitures-9/2b7778c6-0e3a-4455-8a32-1563551fdef6/pi%C3%A8ce-de-305break
635,,,,fiat punto s,11 DT,0,Fiat,Punto,1997,Essence,4,1.4,,Manuelle,,,a vendre punto s 4chv très très propre kol chay en marche le feha souwes le chay ndhifa barcha 0 masrouf,https://www.tayara.tn/listings/voitures-9/2c2d8c13-a1a2-4941-ae7a-81a4b7d3c2a0/fiat-punto-s
636,,,,Voiture a vendre,0 DT,366986,Renault,R19,1997,Essence,7,Autres,Avec kilométrage,Blanc,Manuelle,3.0,R19 a vendu en bon etat,https://www.tayara.tn/listings/voitures-9/fab448c7-e57d-4bf5-92e3-2d36d9fec18b/voiture-a-vendre-
637,,,,ford ranger tout option,1 DT,220000,Ford,Ranger,2011,Diesel,10,Autres,Avec kilométrage,Gris,Manuelle,>4.0,,https://www.tayara.tn/listings/voitures-9/2f52b7f8-5a10-436b-9d5c-cb2cbe971525/ford-ranger-tout-option
638,,,,106 ndhifa,8 000 DT,250000,Peugeot,106,1994,Essence,4,Autres,Avec kilométrage,Bleu,Manuelle,<1.0,4 pneus neuf,https://www.tayara.tn/listings/voitures-9/695b744a-db39-4e2e-bed4-dfedb4b80ec6/106-ndhifa
639,,,,BELLE JAGUAR XF V6,70 000 DT,209000,Jaguar,XF,2010,Essence,16,Berline,Nouveau,Camel,Automatique,3.0,A vendre une très belle Jaguar XF,https://www.tayara.tn/listings/voitures-9/82d8500f-06cd-4dc3-a20b-252dea3b991d/belle-jaguar-xf-v6
640,,,,Mercedes-Benz C 280,0 DT,130000,Mercedes-Benz,280,2006,Essence,14,Berline,Avec kilométrage,Bleu,Automatique,2.8,Bonne Affaire : Mercedes-Benz C 280 AMG - 15 CV - 2.8 L,https://www.tayara.tn/listings/voitures-9/6368bdd2-bfc6-465f-93b9-9b7124e282c8/mercedes-benz-c-280
641,,,,Nissan Juke Tekna,0 DT,0,Nissan,Juke,2020,Essence,6,Compacte,Nouveau,Blanc,Manuelle,1.2,Nissan Juke Tekna - 6 CV - 1.2 L,https://www.tayara.tn/listings/voitures-9/d51b62cf-b225-427d-868d-95206cfbdbd6/nissan-juke-tekna-
642,,,,KIA Sportage,0 DT,30000,Kia,Sportage,2018,Essence,8,Compacte,Avec kilométrage,Rouge,Automatique,1.6,KIA Sportage - 8 CV - 1.6 L,https://www.tayara.tn/listings/voitures-9/ae06cbbd-2579-404a-a5a4-1e913b2c7844/kia-sportage
643,,,,Nissan Qashqai Tekna,0 DT,60000,Nissan,Qashqai,2015,Essence,6,Compacte,Avec kilométrage,Blanc,Manuelle,1.2,Nissan Qashqai Tekna - 6 CV - 1.2 L,https://www.tayara.tn/listings/voitures-9/03cc9535-ff5d-4318-bb77-4fee92e2e63b/nissan-qashqai-tekna
644,,,,A vendre Toyota Aygo 4CV importée,18 000 DT,140000,Toyota,Aygo,2009,Essence,4,Compacte,Avec kilométrage,Noir,Manuelle,<1.0,A vendre citadine Toyota Aygo 4CV modèle 2009 importée,https://www.tayara.tn/listings/voitures-9/8b38917f-4880-40e4-9c91-60fb01cf2233/a-vendre-toyota-aygo-4cv-import%C3%A9e
645,,,,Smart Passion,0 DT,50000,Smart,Smart,2016,Essence,5,Compacte,Avec kilométrage,Blanc,Automatique,1.2,Smart Passion - 5 CV - 1.2 L,https://www.tayara.tn/listings/voitures-9/52537969-a383-4a98-9c95-c539f04bd853/smart-passion
646,,,,Chevrolet Silverado,0 DT,9000,Chevrolet,Silverado,2009,Essence,32,Pick up,Avec kilométrage,Rouge,Automatique,>4.0,Chevrolet Silverado - 32 CV - 5.8 L,https://www.tayara.tn/listings/voitures-9/613b1f91-a0dd-4ca1-b1db-e3d34fa3b83f/chevrolet-silverado
647,,,,KIA Sorento,0 DT,227000,Kia,Sorento,2013,Diesel,12,4 x 4,Avec kilométrage,Gris,Automatique,2.2,KIA Sorento 12 CV - 2.2 L,https://www.tayara.tn/listings/voitures-9/65a5e308-f24e-464b-b97e-a404cb9a4c5b/kia-sorento
648,,,,symbole première main tt option Etas neuf peu roulée,25 500 DT,142,Renault,Symbol,2013,Essence,5,Compacte,Nouveau,Doré,Manuelle,1.2,symbole première main tt option Etas neuf peu roulée,https://www.tayara.tn/listings/voitures-9/cfb82e93-6a0c-4fe1-8c82-9ad8e8eb178c/symbole-premi%C3%A8re-main-tt-option-etas-neuf-peu-roul%C3%A9e
649,,,,Polo7,0 DT,191,Volkswagen,Polo,2011,Essence,5,Compacte,Avec kilométrage,Noir,Manuelle,1.2,Polo 7 essence 5CV,https://www.tayara.tn/listings/voitures-9/f127d40a-3e79-4f97-ac81-ff38e78e3813/polo7
650,,,,symbol propre 52397360,19 200 DT,200,Renault,Symbol,2012,Essence,5,1.2,,Manuelle,,,symbol très propre toutes options assistés climatisés vitres électrique fermeture centralisée avec 4pneus neufs tél 52397360,https://www.tayara.tn/listings/voitures-9/5d34de23-f6af-40be-a6ce-7d3bdd6e1f6e/symbol-propre-52397360
651,,,,polo clasique moteur golf 3,6 400 DT,0,Volkswagen,Polo,2000,Diesel,6,Cabriolet,Nouveau,Noir,Manuelle,1.6,polo,https://www.tayara.tn/listings/voitures-9/60483b48-48c2-4ca6-a3d4-6dc20e3b97d0/polo-clasique-moteur-golf-3
652,,,,SUSUKI SWIFT HAUTE GAMME PREMIÈRE MAIN EN ETAT NEUF,0 DT,70000,Suzuki,Swift,2017,Essence,5,1.2,,Manuelle,,,SUSUKI SWIFT HAUTE GAMMEPREMIÈRE,https://www.tayara.tn/listings/voitures-9/a4c7de76-a39f-4db2-b73d-c6a39b31dc57/susuki-swift-haute-gamme-premi%C3%A8re-main-en-etat-neuf
653,,,,Seat Leon SRline,0 DT,100000,Seat,Leon,2017,Essence,5,Compacte,Avec kilométrage,Gris,Manuelle,1.2,Accoudoir,https://www.tayara.tn/listings/voitures-9/addc8b99-bb6c-4c4e-946f-a3e57fe109d4/seat-leon-srline
654,,,,58237414,0 DT,1000,BMW,Serie 1,2020,Essence,200,1.5,,Automatique,,,,https://www.tayara.tn/listings/voitures-9/77eb060f-4d78-480a-bfef-8fc9259d0611/58237414
655,,,,Taxi à vendre,29 000 DT,0,Volkswagen,Polo,2013,Diesel,4,<1.0,,Manuelle,,,Taxi à vendre mazel fiha 3snin w 6 chhour moteur polo 6 SDI wro5sa 9abla litajdid wawra9ha mrigla. TEL 53876105,https://www.tayara.tn/listings/voitures-9/f76a6db8-a7f5-4a94-9319-fd9aa7e50a48/taxi-%C3%A0-vendre
656,,,,Très belle polo6,20 700 DT,180000,Volkswagen,Polo,2006,Essence,4,Autres,Avec kilométrage,Gris,Manuelle,1.2,Je vend ma belle voiture polo6 en excellente état.,https://www.tayara.tn/listings/voitures-9/df0b4252-60fd-477d-a0dc-1c04afbaa99f/tr%C3%A8s-belle-polo6
657,,,,Dmax,0 DT,220000,Isuzu,D-MAX,2014,Diesel,10,Autres,Avec kilométrage,Gris,Manuelle,2.5,Mousem 42,https://www.tayara.tn/listings/voitures-9/38c678c4-8a08-40f6-8729-367156ac0411/dmax
658,,,,isuzu faster,46 000 DT,200000,Isuzu,Trooper,2002,Diesel,10,Compacte,Avec kilométrage,Gris,Manuelle,<1.0,en bonne etat,https://www.tayara.tn/listings/voitures-9/9e17b790-0956-46bc-90cc-0aca9061240c/isuzu-faster
659,,,,C5 dernier modèle haute gamme vraie phase 3,0 DT,136000,Citroen,C5,2013,Diesel,6,Berline,Nouveau,Noir,Manuelle,1.6,A vendre la fameuse Citroën c5 derrière Génération vraie phase3 toute neuve entretient complet fait récemment toute option grand écran Gps alarme capteur d’obstacle xénon 4pneus neuf rideaux flash disque...,https://www.tayara.tn/listings/voitures-9/82f30718-78b7-4e02-92fc-d0c3afcbb0c4/c5-dernier-mod%C3%A8le-haute-gamme-vraie-phase-3
660,,,,chamade essence a échange,8 000 DT,550000,Renault,R19,1998,Essence,6,Berline,Avec kilométrage,Blanc,Manuelle,1.4,a vendre ou échange,https://www.tayara.tn/listings/voitures-9/0ab4d54a-80c5-4380-8fb7-ca1d3a60e41c/chamade-essence-a-%C3%A9change
661,,,,206 2 portes,15 800 DT,190,Peugeot,206,2001,Essence,5,Berline,Avec kilométrage,Bleu,Manuelle,1.1,206 tt option version look,https://www.tayara.tn/listings/voitures-9/483b2f3f-2e12-41c2-85ea-807d5201f8f7/206-2-portes
662,,,,💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕💕,85 DT,30,AC,Cobra,2020,Essence,9,4 x 4,Avec kilométrage,Bleu,Automatique,1.9,🚦À VENDRE = Haval h6🚗,https://www.tayara.tn/listings/voitures-9/47e1698f-fc60-4784-98d6-9610d08c50ec/%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95%F0%9F%92%95
663,,,,citroen,37 000 DT,70000,Citroen,Berlingo,2015,Diesel,5,Avec kilométrage,Manuelle,Blanc,1.6,,b9 nthifa 5 chevau diesel dàkhla men france 3tou 35 màlyoun telephone 25272457,https://www.tayara.tn/listings/voitures-9/ae030287-c572-4d9d-94d2-af0fc9374e38/citroen
664,,,,Clio compus,0 DT,159000,Renault,Clio,2008,Essence,4,Utilitaire,Nouveau,Noir,Manuelle,<1.0,Clio compus première main,https://www.tayara.tn/listings/voitures-9/f0ca8b6b-0783-4eb8-ae7c-9b5c1a7d65fc/clio-compus
665,,,,,,,,,,,,,,,,,,https://www.tayara.tn/listings/voitures-9/58bb591b-456e-49bb-a7ec-2c23ec01dd1c/citroen-berlingo-b9-3-places
666,,,,Mercedes classe s 320,0 DT,250,Mercedes-Benz,Classe S,2004,Diesel,13,3.2,,Automatique,,,Model 2004 diesel 13 CV prix par téléphone 📱 98405676,https://www.tayara.tn/listings/voitures-9/46991d1b-8afc-48ff-8a2b-36b74d85cae5/mercedes-classe-s-320
667,,,,Polo 5 tout option,14 800 DT,200,Peugeot,204,2005,Diesel,5,Autres,Avec kilométrage,Gris,Manuelle,1.4,Moteur double airbracam,https://www.tayara.tn/listings/voitures-9/4f87566d-29d4-45b5-96b8-d24c00e97e62/polo-5-tout-option
668,,,,kia rio,0 DT,157000,Kia,Rio,2015,Essence,5,>4.0,,Manuelle,,,modèle 2015,https://www.tayara.tn/listings/voitures-9/08471960-6ba9-4440-86fe-2067da41a220/kia-rio
669,,,,nemo 2018,26 500 DT,120000,Citroen,Nemo,2018,Diesel,5,Utilitaire,Avec kilométrage,Blanc,Manuelle,1.6,a vendre nemo model fin 2017 agè de 3ans et demi,https://www.tayara.tn/listings/voitures-9/ed0bc49c-6530-436b-8402-3014bbfc5be0/nemo-2018
670,,,,Nov,26 000 DT,111,Seat,Ibiza,2014,Essence,4,Autres,Avec kilométrage,Gris,Manuelle,1.2,Tres belle,https://www.tayara.tn/listings/voitures-9/87496df6-e6d8-4057-b09a-9496ba03df3a/nov
671,,,,Kia rio 2010,14 500 DT,672000,Kia,Rio,2010,Diesel,6,Autres,Avec kilométrage,Jaune,Manuelle,1.5,Kia rio 2010 climatise moteur mbadel jdid karhba ndhifa barcha,https://www.tayara.tn/listings/voitures-9/fed28922-07bd-4eef-9177-471bad51f64b/kia-rio-2010
672,,,,,,,Volkswagen,Polo,,Essence,5,Autres,Nouveau,Noir,Manuelle,1.4,A vendre voiture polo 3 climatisation assistée roue jdod ndifha barcha machye 245000klm 27229997,https://www.tayara.tn/listings/voitures-9/055760ca-42ef-410f-b125-b7228f4fe6a8/voiture-ndhifa-27229997-
673,,,,Vente du voiture,19 500 DT,223000,Opel,Astra,2002,Essence,5,Compacte,Avec kilométrage,Gris,Manuelle,1.3,Opel Astra G 5 chevaux climatisé assisté airbag fermeture centrale peinture d'origine dahnet edar kol feha d'origine 223 000km tt les vitres d'origine double clés 12/2002,https://www.tayara.tn/listings/voitures-9/f28dccb8-f226-4517-8710-9fc5019f6374/vente-du-voiture
674,,,,Audi A4 1.6,0 DT,80000,Audi,A4,1998,Essence,8,Berline,Nouveau,Gris,Manuelle,1.6,À vendre audi A4 1.6 essence avec seulement 80000 km,https://www.tayara.tn/listings/voitures-9/61b580bf-02a5-49ef-a29c-50c6c4400a71/audi-a4-1-6
675,,,,DS3 toute option 7cv 1.6 boite auto édition 60 ( num 29 589 008 ),0 DT,128,Citroen,DS3,2016,Essence,7,Compacte,Nouveau,Blanc,Automatique,1.6,DS3 toute option 7cv 1.6 boite auto édition 60 ( num 29 589 008 ),https://www.tayara.tn/listings/voitures-9/c3dd7f97-1a36-4244-927d-8a7e0ea232f0/ds3-toute-option-7cv-1-6-boite-auto-%C3%A9dition-60-(-num-29-589-008-)
676,,,,citroen c3,16 000 DT,230000,Citroen,C3,2004,Essence,4,Manuelle,1.1,Bleu,,,voiture tres propre,https://www.tayara.tn/listings/voitures-9/14bb0d2e-dd03-43f9-9221-805b3e0f9307/citroen-c3
677,,,,Av Golf 2 Diesel,0 DT,0,Volkswagen,Golf 2,1989,Diesel,5,Manuelle,1.9,Gris,,,5ch 🐎 Diesel,https://www.tayara.tn/listings/voitures-9/23aa0b8d-de27-4711-b29d-baf01aa67263/av-golf-2-diesel
678,,,,C 180 kit AMG bleu nuit excellent état,73 500 DT,115000,Mercedes-Benz,Classe C,2011,Essence,9,Berline,Avec kilométrage,Bleu,Manuelle,1.8,Excellent état c 180 kit AMG,https://www.tayara.tn/listings/voitures-9/b27415da-f6fa-4c0b-99e5-63f036fbdc5a/c-180-kit-amg-bleu-nuit-excellent-%C3%A9tat
679,,,,ibiza,0 DT,12,Seat,Ibiza,2011,Essence,12,1.2,,Manuelle,,,bon accasion,https://www.tayara.tn/listings/voitures-9/d7b78040-1510-46a5-9fae-8f8c40289745/ibiza
680,,,,Chevrolet,18 500 DT,175,Chevrolet,Aveo,2012,Essence,5,Manuelle,1.2,Blanc,,,Chevrolet,https://www.tayara.tn/listings/voitures-9/aa42a4de-4e1e-490e-a17b-626f989fc9fb/chevrolet
681,,,,dacia 5ch ess,33 000 DT,180000,Dacia,Logan MCV,2015,Essence,5,Monospace,Nouveau,Gris,Manuelle,1.2,tout dorigine,https://www.tayara.tn/listings/voitures-9/58190e92-ba1f-472a-aa55-e3dae43c4f9c/dacia-5ch-ess
682,,,,Peugeot BIPPER,19 800 DT,334,Peugeot,Bipper,2013,Diesel,6,Berline,Nouveau,Noir,Manuelle,1.4,tout option climatiseur fairmetur sontral vitre électrique poste d'origine double clé tola d'origine 96722319,https://www.tayara.tn/listings/voitures-9/922ddb63-ccd5-49f5-87c4-6f5ad81270a2/peugeot-bipper
683,,,,super 5,6 800 DT,0,Renault,Super 5,0,Essence,4,>4.0,,Manuelle,,,,https://www.tayara.tn/listings/voitures-9/bb7eb5ba-05ca-4fd6-a777-e175ba2d77d6/super-5
684,,,,PEUGEOT 106,0 DT,270000,Peugeot,106,1996,Essence,4,Compacte,Avec kilométrage,Blanc,Manuelle,1.2,PEUGEOT 106,https://www.tayara.tn/listings/voitures-9/3b87fd94-901f-4bf0-b7f9-1fb4ba8bace2/peugeot-106
685,,,,c4 essence 6cv 2012 tt options prix 27600 tel58923768 tel58716134,27 600 DT,180000,Citroen,C4,2012,Essence,6,Berline,Avec kilométrage,Noir,Manuelle,1.4,tel58923768,https://www.tayara.tn/listings/voitures-9/b67c252e-88af-4720-b74f-9835fd983b09/c4-essence-6cv-2012-tt-options-prix-27600-tel58923768-tel58716134
686,,,,Opel Corsa D,25 500 DT,126000,Opel,Corsa,2014,Essence,5,Autres,Avec kilométrage,Autre,Manuelle,1.2,je met en vente une Opel Corsa D,https://www.tayara.tn/listings/voitures-9/83e201ea-b0c7-4c3a-b1c3-fb74f17e00d5/opel-corsa-d
687,,,,ford escort,0 DT,300,Ford,Escort,1993,Essence,5,Autres,Avec kilométrage,Gris,Manuelle,>4.0,ford escort mouter ak7el blarat electrique battri w 4 3jal jdoud,https://www.tayara.tn/listings/voitures-9/1a20c0b6-4501-4973-9c36-4d02089c3435/ford-escort
688,,,,belle Dacia Stepway sandero blanche,32 500 DT,94000,Dacia,Sandero,2015,Essence,5,Avec kilométrage,Manuelle,Blanc,>4.0,,année 2015,https://www.tayara.tn/listings/voitures-9/ca4b5dba-648c-4198-9442-b12351e12299/belle-dacia-stepway-sandero-blanche
689,,,,Polo 6 peinture d'origine,20 500 DT,186000,Volkswagen,Polo,2008,Essence,4,1.2,,Manuelle,,,"a vendre une très belle polo 6 peinture d'origine voiture comme neuf climatiseur glace, double clé 0 dépense SVP curieux s'abstenir",https://www.tayara.tn/listings/voitures-9/3bbf7f41-7e17-4863-b628-9d622c55982d/polo-6-peinture-d'origine
690,,,,Injecteurs Toyota hilux d4d diesel,0 DT,0,Toyota,Hilux,2020,Diesel,8,4 x 4,Nouveau,Noir,Manuelle,2.5,4 injecteurs Toyota hilux d4d,https://www.tayara.tn/listings/voitures-9/ebc94648-f1fb-4d11-9e4e-f6bc5d78feb8/injecteurs-toyota-hilux-d4d-diesel-
691,,,,Marcedes 26452104,0 DT,190000,Mercedes-Benz,Classe C,2009,Essence,2009,Autres,Avec kilométrage,Noir,Automatique,3.0,Vendeur : Kamel (26452104),https://www.tayara.tn/listings/voitures-9/358686bf-91a8-4041-ae57-90096c4525f8/marcedes-26452104
692,,,,mitsubichi l200,42 000 000 DT,150000,Mitsubishi,L200,2011,Diesel,10,Manuelle,2.0,4 x 4,,,150000k,https://www.tayara.tn/listings/voitures-9/dfc66427-fb6b-47ad-8119-a266863b3c21/mitsubichi-l200
693,,,,chery QQ 1er main,19 DT,68,Chery,QQ,2017,Essence,4,Autres,Nouveau,Blanc,Manuelle,1.2,chery QQ 1er main,https://www.tayara.tn/listings/voitures-9/b02887f0-765f-478e-b981-eb7407944d86/chery-qq-1er-main
694,,,,Chevrolet aveo,23 000 DT,124000,Chevrolet,Aveo,2014,Essence,5,Berline,Avec kilométrage,Noir,Manuelle,1.2,Tout options kol chay en marche double clé disponible 4 pneu neuf,https://www.tayara.tn/listings/voitures-9/9c1e3de7-9eb0-4f05-a8da-e6033eefa321/chevrolet-aveo
695,,,,Fiat Scudo à vendre,25 000 DT,393000,Fiat,Scudo,2010,Diesel,7,Utilitaire,Avec kilométrage,Blanc,Manuelle,2.0,Fiat Scudo,https://www.tayara.tn/listings/voitures-9/ef727258-aa1a-47ef-8290-13e3a4a28162/fiat-scudo-%C3%A0-vendre
696,,,,MERCEDES CLASSE A 180 AMG TT OPTIONS NEUF IMPORTE TU 198,70 000 DT,110000,Mercedes-Benz,Classe A,2014,Diesel,5,Compacte,Nouveau,Gris,Manuelle,1.8,☎️ Tel 98186518 DISPONIBLE A monastir ☎️,https://www.tayara.tn/listings/voitures-9/831c242b-3cdd-47bf-93b2-89468889e4fc/mercedes-classe-a-180-amg-tt-options-neuf-importe-tu-198
697,,,,MERCEDES CLASSE A 200 AUTO AMG FULL OPTION IMPORTE NEUF TU 195,82 000 DT,130000,Mercedes-Benz,Classe A,2014,Diesel,7,Berline,Nouveau,Blanc,Automatique,2.0,Tel 50 747 190 DISPONIBLE A MONASTIR,https://www.tayara.tn/listings/voitures-9/be61358f-5238-4555-8efe-84f63eb04e93/mercedes-classe-a-200-auto-amg-full-option-importe-neuf-tu-195
698,,,,AUDI A4 AUTO TT OPTIONS NEUF DERNIERE GENERATION TU 190,84 000 DT,130000,Audi,A4,2017,Essence,8,Berline,Nouveau,Noir,Automatique,1.4,Telephone 98.186.518 DISPONIBLE A Monastir,https://www.tayara.tn/listings/voitures-9/bcac491f-999d-488d-bb51-8daf100ab457/audi-a4-auto-tt-options-neuf-derniere-generation-tu-190
699,,,,سيارت,60 DT,443,Toyota,Hilux,2008,Diesel,10,4 x 4,Avec kilométrage,Noir,Manuelle,1.7,سيارت رباعية دفع,https://www.tayara.tn/listings/voitures-9/c02e8bb2-2ad0-4538-903d-7504d72ec5d7/%D8%B3%D9%8A%D8%A7%D8%B1%D8%AA
700,,,,Isuzu D-max,42 000 DT,356000,Isuzu,D-MAX,2007,Diesel,10,Pick up,Avec kilométrage,Gris,Manuelle,2.5,A vendre en bonne etat general isuzu D max,https://www.tayara.tn/listings/voitures-9/79b9f7b1-ef21-421c-8ca3-93ec4990c29e/isuzu-d-max
701,,,,fiat grande punto pop,0 DT,84000,Fiat,Grande Punto,2016,Essence,4,Autres,Nouveau,Blanc,Manuelle,1.2,belle voiture fiat grande punto pop.,https://www.tayara.tn/listings/voitures-9/c6a4aa89-9326-4416-9591-91d02c51600a/fiat-grande-punto-pop
702,,,,Une très belle Citroën b9,29 000 DT,230,Citroen,Berlingo,2016,Diesel,5,Berline,Nouveau,Gris,Manuelle,1.4,Une très belle Citroën b9 première main,https://www.tayara.tn/listings/voitures-9/59f6c333-125f-491e-ad34-3b0340e03fe8/une-tr%C3%A8s-belle-citro%C3%ABn-b9-
703,,,,SEAT ARONA XCELLENCE BAKOU,0 DT,14000,Seat,Leon,2020,Essence,6,4 x 4,Nouveau,Doré,Automatique,1.6,MERCI DE BIEN FAIRE LA DIFFERENCE ENTRE LES GAMMES ARONA,https://www.tayara.tn/listings/voitures-9/9bf839bb-60d7-48ae-a3b0-f1e576eb2ae2/seat-arona-xcellence-bakou
